Trip_Distance,Type_of_Cab,Customer_Since_Months,Life_Style_Index,Confidence_Life_Style_Index,Destination_Type,Customer_Rating,Cancellation_Last_1Month,Var1,Var2,Var3,Gender,Cluster
49.57,0,9.0,3.22936,1,0,4.34875,1,47.0,49,76,1,0
29.86,0,9.0,2.95409,0,0,4.27875,0,65.0,49,71,0,2
23.48,0,5.0,2.45969,1,0,0.95875,0,53.0,51,72,1,2
13.29,3,3.0,2.83525,2,1,3.09375,1,60.0,47,76,1,2
62.74,2,6.0,2.92911,1,0,3.95,0,105.0,45,62,1,0
12.47,2,4.0,2.77638,0,3,4.7875,2,80.0,45,61,1,2
87.31,4,0.0,3.11252,1,0,1.7325,2,108.0,66,107,0,1
55.77,1,10.0,3.16312,1,0,3.275,0,59.0,53,109,1,1
27.97,4,3.0,2.65211,1,0,3.27875,0,53.0,47,63,0,2
9.57,3,10.0,2.99967,2,0,2.3475,1,50.0,54,97,1,1
64.19,2,10.0,3.05255,0,0,3.30875,1,85.0,52,85,0,0
46.46,1,10.0,2.66962,1,0,3.53625,0,39.0,47,63,0,2
109.06,1,10.0,3.03726,1,0,3.05875,0,38.0,48,66,1,0
9.17,4,0.0,2.68812,0,0,1.8975,0,83.0,47,69,0,2
42.48,1,10.0,2.95693,2,0,2.28,0,42.0,51,95,1,1
86.52,0,3.0,3.12014,1,0,4.4875,0,98.0,50,76,1,0
31.91,2,6.0,2.99654,0,0,3.97875,1,49.0,55,82,0,1
14.26,1,2.0,2.35662,0,0,3.865,1,84.0,45,59,1,2
106.77,4,8.0,3.24583,1,1,3.07875,0,43.0,48,68,1,0
84.78,2,2.0,2.90815,1,0,1.6275,0,47.0,49,73,0,0
61.11,3,2.0,2.75219,1,0,4.39,0,78.0,44,60,0,2
23.2,1,1.0,2.79057,2,1,3.3475,0,88.0,62,87,1,1
74.83,1,0.0,2.87402,1,0,2.02375,0,74.0,54,68,0,0
11.79,4,1.0,2.69533,0,0,3.28125,1,55.0,45,62,0,2
60.18,0,10.0,3.04379,2,1,3.405,1,37.0,57,72,1,0
35.52,1,10.0,2.71924,2,0,2.74875,0,86.0,50,75,0,2
5.78,4,10.0,2.95453,1,3,4.92625,0,48.0,45,65,1,2
62.7,2,5.0,2.69122,1,0,1.845,1,58.0,52,83,0,1
23.11,1,10.0,2.77206,2,0,1.695,0,111.0,52,84,0,1
31.5,3,2.0,2.66388,2,0,1.9475,1,53.0,48,66,0,2
28.83,0,9.0,2.7791,0,1,3.27875,0,49.0,46,64,0,2
55.7,0,10.0,2.74394,2,0,4.01,1,82.0,48,72,1,0
12.19,4,10.0,2.67111,0,3,4.3325,0,69.0,45,66,1,2
19.96,1,10.0,2.95117,0,1,4.26625,1,31.0,49,80,1,2
60.42,2,9.0,3.34388,1,0,4.82875,2,38.0,54,80,1,0
21.63,0,10.0,3.03274,1,1,2.5325,0,38.0,62,90,0,1
58.32,2,2.0,3.17357,2,0,4.8375,0,34.0,46,77,1,0
6.47,3,3.0,2.5947,0,0,2.71625,1,53.0,51,69,0,2
14.27,3,10.0,2.30307,2,3,2.675,3,36.0,47,75,1,2
30.16,3,10.0,2.84041,2,3,1.28625,1,42.0,55,132,1,1
36.9,0,0.0,2.54996,1,0,3.4525,2,99.0,46,60,1,2
56.26,3,0.0,3.00234,2,1,3.14,0,37.0,51,76,0,0
14.75,1,10.0,2.98622,0,0,2.585,0,98.0,51,82,1,2
69.49,4,10.0,2.84888,2,1,1.3925,1,88.0,57,80,1,1
35.59,2,3.0,2.69441,0,0,3.34375,1,68.0,51,77,1,2
19.77,2,10.0,2.77275,0,0,4.8575,0,99.0,44,57,1,2
23.53,1,5.0,2.63123,2,0,2.89375,0,49.0,48,63,1,2
75.51,1,10.0,2.92813,2,0,3.14,0,44.0,48,72,1,0
24.17,4,3.0,2.77703,1,3,2.245,2,38.0,56,69,1,2
62.57,0,8.0,2.88173,2,1,1.96625,1,31.0,47,66,1,0
38.01,1,0.0,2.93486,2,0,2.71375,1,83.0,50,82,1,0
106.65,4,3.0,2.99403,1,0,0.70875,0,58.0,54,86,1,1
8.52,1,4.0,2.6349,2,0,4.0475,0,81.0,46,89,1,2
12.84,3,8.0,2.67458,0,0,2.525,2,55.0,46,71,1,2
42.34,3,10.0,2.5035,0,10,2.965,2,97.0,45,63,1,2
108.36,4,10.0,3.17876,2,0,4.1725,1,42.0,47,72,1,0
63.87,2,10.0,3.08238,2,0,3.09875,0,51.0,51,80,1,0
22.06,3,5.0,2.73701,2,0,3.85125,1,47.0,53,66,0,2
32.23,3,10.0,2.68641,0,0,4.165,1,36.0,46,65,0,2
37.35,0,8.0,3.0347,0,1,3.11,0,39.0,49,89,0,0
36.11,1,4.0,2.78996,2,0,2.51,2,106.0,53,77,0,1
30.64,2,7.0,2.78571,2,2,2.87875,1,78.0,49,65,1,2
92.84,4,10.0,3.02259,1,0,4.17625,1,83.0,52,91,0,0
92.31,0,8.0,2.90361,1,2,0.9175,5,65.0,52,85,1,1
17.09,2,5.0,2.75859,1,0,1.8475,2,101.0,61,81,1,1
14.64,1,5.0,2.95024,0,0,3.9925,0,45.0,52,85,1,2
22.16,1,5.0,2.67707,2,3,2.255,0,85.0,47,63,0,2
23.15,1,10.0,2.69895,2,7,2.69375,0,75.0,44,70,0,2
73.45,2,6.0,3.09483,2,1,3.55375,3,48.0,55,79,1,0
30.68,2,5.0,2.69726,2,0,2.17,3,85.0,46,71,0,2
53.46,4,2.0,2.92656,0,0,3.9075,1,49.0,47,68,1,2
32.42,2,10.0,2.46403,2,0,2.195,0,49.0,46,72,0,2
48.76,2,10.0,2.93756,2,0,2.69,1,82.0,59,94,1,1
62.57,1,5.0,2.73325,1,1,1.9,0,59.0,74,101,1,1
21.76,2,6.0,2.93397,0,1,2.88875,2,52.0,54,82,1,1
95.69,0,0.0,2.96851,2,0,2.58875,0,73.0,64,97,0,1
6.91,0,0.0,2.77712,1,0,2.905,1,78.0,50,91,0,2
8.98,4,3.0,2.23515,1,7,4.57875,0,88.0,46,71,1,2
24.06,1,10.0,2.80828,0,2,3.1075,1,81.0,53,70,0,2
32.41,2,0.0,2.70043,2,0,1.655,0,40.0,63,84,1,1
54.56,2,2.0,2.81483,0,0,3.26625,0,51.0,52,71,1,2
9.86,2,10.0,2.95295,0,3,3.1075,1,34.0,45,74,1,2
51.63,0,10.0,2.66792,0,1,1.7575,0,42.0,54,80,0,1
25.47,1,10.0,2.64791,0,0,3.16375,0,55.0,46,61,1,2
74.67,2,10.0,3.24348,1,1,1.66,2,38.0,63,107,0,1
19.57,4,5.0,2.65613,1,0,2.33625,0,60.0,62,92,1,1
82.21,1,10.0,2.81799,2,0,1.43,0,58.0,48,70,1,0
40.07,2,9.0,2.69738,1,0,0.88375,0,107.0,54,80,0,1
46.1,2,10.0,2.74611,1,0,2.5375,0,63.0,50,83,1,2
60.15,2,10.0,3.51232,2,0,4.06875,0,36.0,49,101,0,0
31.67,2,10.0,2.93918,2,0,4.46125,0,93.0,45,79,1,0
58.1,1,10.0,2.92238,1,0,3.4,3,110.0,51,113,1,1
35.55,0,10.0,3.15938,0,0,4.30625,2,107.0,45,71,1,2
108.32,2,10.0,3.05639,1,0,2.6175,0,80.0,56,82,1,0
7.86,3,0.0,3.09677,1,5,4.165,1,45.0,56,86,1,2
36.72,1,10.0,2.89345,2,0,2.83,0,71.0,55,81,1,0
18.54,2,9.0,2.65082,2,3,1.02,1,52.0,54,68,1,2
34.98,4,0.0,2.74728,1,4,1.315,1,58.0,57,78,0,1
2.59,3,5.0,2.52148,2,3,3.5175,3,91.0,53,77,0,2
37.5,1,10.0,2.85023,2,0,2.75,2,74.0,54,90,1,1
26.25,1,2.0,2.58907,0,0,3.315,0,36.0,50,69,0,2
73.66,0,3.0,3.14807,1,0,1.84,0,75.0,53,84,0,0
49.43,4,7.0,2.65636,0,0,2.32625,1,39.0,56,81,1,1
41.94,4,7.0,2.87633,2,0,2.75625,0,60.0,56,78,1,0
29.48,1,5.0,2.47779,0,1,1.88125,3,75.0,46,59,1,2
16.82,1,1.0,2.55685,0,0,4.055,0,77.0,51,74,1,2
61.43,0,6.0,2.824,2,0,1.96375,1,97.0,54,92,1,1
14.73,0,4.0,2.87588,0,1,1.97375,0,111.0,53,70,1,2
30.89,2,10.0,2.73292,1,0,4.44125,1,38.0,44,59,1,2
18.33,3,10.0,2.57807,2,3,3.77375,1,56.0,71,99,0,1
87.46,3,10.0,3.01312,1,0,3.76875,1,49.0,49,76,0,0
25.83,1,10.0,2.72139,2,0,1.7375,0,47.0,57,87,1,1
45.15,2,10.0,2.8475,1,0,3.9925,0,55.0,45,69,1,0
32.28,0,10.0,2.85522,2,0,2.6325,0,87.0,67,98,0,1
43.06,3,10.0,2.66146,0,0,1.93375,0,76.0,47,72,1,2
93.63,0,7.0,3.43691,1,0,4.07125,1,54.0,50,82,1,0
53.64,1,10.0,2.85118,2,0,3.08875,0,36.0,49,88,1,0
99.08,2,7.0,2.98857,2,0,3.68125,0,36.0,50,81,1,0
35.48,3,10.0,2.70746,1,0,1.27375,1,33.0,58,87,1,1
30.77,3,8.0,2.70288,0,0,3.12375,0,46.0,49,60,1,2
86.0,0,7.0,2.9958,2,0,3.365,1,54.0,59,79,1,0
53.88,1,0.0,2.74187,0,0,2.76625,3,68.0,50,67,1,2
48.72,2,1.0,3.03824,2,0,3.0775,2,56.0,57,96,1,1
54.95,2,10.0,2.95762,1,1,2.43375,3,43.0,60,89,1,1
30.25,3,1.0,2.934,0,0,2.5125,1,32.0,49,62,1,2
20.7,3,2.0,2.72856,2,4,2.54125,0,99.0,51,65,0,2
26.42,3,2.0,2.75562,0,0,2.11,1,48.0,50,68,1,2
15.18,2,6.0,2.64468,2,3,1.27375,0,39.0,59,103,1,1
14.1,2,10.0,2.99776,2,6,4.785,2,34.0,57,90,0,1
36.44,0,10.0,2.56375,1,0,2.3825,1,97.0,54,79,1,2
30.59,2,4.0,2.70671,2,1,4.2075,2,56.0,48,65,0,2
43.07,1,3.0,2.93056,0,1,3.24,3,81.0,48,63,1,2
33.37,0,10.0,2.93226,1,7,4.32375,0,41.0,54,81,1,2
39.8,2,4.0,2.85222,2,2,3.40625,0,73.0,54,73,1,0
25.82,1,4.0,2.76239,2,0,2.4675,0,50.0,51,71,1,2
107.4,3,10.0,3.30192,1,1,1.41125,2,47.0,50,82,1,0
60.8,3,10.0,2.80985,1,1,1.62875,2,66.0,60,113,1,1
98.14,2,10.0,2.85673,1,0,3.2375,0,67.0,47,74,0,0
93.58,4,10.0,2.84944,1,0,0.8,0,54.0,51,77,1,0
12.01,3,2.0,2.70099,1,7,4.69375,0,107.0,42,76,1,2
77.0,2,10.0,3.30247,2,1,3.5725,3,39.0,54,77,1,0
44.42,1,5.0,2.56703,2,0,3.08875,1,33.0,50,82,1,2
37.56,1,0.0,2.96149,1,0,2.165,0,36.0,51,69,0,2
109.13,0,0.0,3.39826,1,5,4.52,0,63.0,49,80,1,0
45.98,2,10.0,2.73756,0,0,1.96375,0,106.0,50,74,1,2
5.06,3,7.0,2.69127,0,0,1.34,0,66.0,53,74,1,2
12.8,0,2.0,2.73325,0,0,2.925,0,58.0,50,71,1,2
77.33,1,10.0,2.99704,1,1,3.61125,0,55.0,60,86,1,1
48.9,3,3.0,2.74066,0,1,1.31,2,72.0,53,82,1,1
89.18,2,10.0,2.99764,2,1,3.1175,1,72.0,53,83,1,0
39.73,1,3.0,2.59784,1,0,3.70625,1,76.0,47,60,1,2
32.74,1,10.0,2.54625,1,0,3.60625,0,68.0,51,87,1,2
35.75,2,4.0,2.56693,2,0,2.8625,0,41.0,57,70,0,2
28.59,2,5.0,2.8994,0,0,4.2875,1,45.0,51,87,1,2
105.81,2,4.0,3.11417,2,1,3.46,0,48.0,52,91,1,0
21.23,3,10.0,2.9853,0,1,2.90875,1,44.0,60,93,0,1
44.82,2,10.0,2.87784,1,2,2.035,0,33.0,48,69,1,2
8.46,1,3.0,2.78026,2,1,3.68,0,78.0,46,91,0,2
108.35,3,0.0,3.42868,2,0,2.79,1,40.0,49,86,1,0
30.82,2,7.0,2.89809,2,0,1.05875,0,55.0,62,101,1,1
61.71,2,9.0,2.89297,0,2,4.2225,0,51.0,47,67,0,2
69.2,0,10.0,3.26796,2,1,3.6925,0,39.0,54,89,0,0
92.98,3,3.0,3.09408,2,0,3.015,1,82.0,52,92,1,0
40.63,2,7.0,2.85096,0,1,1.975,2,42.0,52,83,1,1
30.64,2,8.0,2.61023,1,1,1.21125,1,107.0,55,68,0,2
17.86,0,6.0,2.80829,0,1,2.85875,0,75.0,53,82,1,2
60.28,2,10.0,3.07993,0,0,2.85625,2,80.0,48,67,1,0
31.6,1,8.0,2.83496,0,4,4.33,3,61.0,54,67,1,2
25.13,0,10.0,2.85014,0,10,3.30875,1,33.0,53,69,1,2
38.18,1,8.0,2.99978,2,0,4.09125,0,83.0,48,76,1,0
77.66,3,8.0,3.24935,1,0,3.9075,0,101.0,64,85,1,0
62.14,4,6.0,2.467,1,0,3.155,6,56.0,49,84,1,1
23.98,3,0.0,2.45794,2,0,2.57375,0,69.0,57,76,1,2
26.64,3,1.0,2.48147,1,0,1.50875,3,68.0,57,78,1,1
34.48,2,0.0,2.66023,0,0,2.33375,1,30.0,47,86,1,2
46.39,1,6.0,2.87498,2,0,2.09375,1,38.0,47,81,0,0
14.94,1,10.0,2.91566,1,0,3.7075,0,70.0,44,67,0,2
12.79,3,6.0,2.84961,0,0,4.2575,1,89.0,46,59,0,2
61.18,3,2.0,3.07857,2,1,2.56625,1,55.0,56,87,1,1
35.7,0,6.0,3.14573,2,0,2.99125,1,105.0,50,76,0,0
90.88,2,10.0,2.81507,2,1,2.98625,0,37.0,59,92,1,1
30.42,2,10.0,2.41604,1,0,0.205,1,71.0,47,73,1,2
2.66,1,1.0,2.71562,0,2,2.1875,0,96.0,47,76,1,2
4.63,2,10.0,2.73554,0,2,2.6675,0,56.0,49,65,0,2
76.74,2,9.0,3.07136,2,1,3.33875,1,58.0,54,84,1,0
74.68,0,3.0,3.27892,1,2,2.32625,1,72.0,70,110,1,1
42.65,0,10.0,3.14775,2,2,3.745,0,40.0,49,79,1,0
50.02,3,7.0,2.6739,1,0,1.00375,3,72.0,59,86,1,1
15.34,2,9.0,2.57165,2,1,3.4125,0,42.0,58,73,0,2
30.69,2,10.0,2.46156,0,1,0.89,0,87.0,54,72,1,2
44.9,3,0.0,2.87447,1,0,2.4875,2,92.0,46,70,1,2
11.95,4,6.0,2.63662,0,0,1.57,0,108.0,47,59,1,2
18.44,2,4.0,2.90654,1,0,3.9075,1,74.0,58,104,1,1
8.48,1,1.0,2.68634,0,1,2.4,1,77.0,53,65,0,2
77.17,1,0.0,2.82093,2,2,3.48625,0,68.0,52,89,1,0
16.69,3,1.0,2.48323,1,0,3.65875,1,51.0,46,66,0,2
53.95,3,10.0,2.74457,2,0,2.1475,0,57.0,52,75,0,0
45.89,2,10.0,2.64188,2,0,3.95375,1,57.0,51,74,1,0
62.49,1,1.0,2.8869,1,1,3.13125,1,110.0,55,69,0,2
31.02,3,6.0,3.20244,1,9,3.84125,0,35.0,55,75,0,0
88.46,3,10.0,2.84057,1,0,2.15375,0,44.0,53,91,0,1
16.76,2,10.0,2.90052,2,0,2.61875,2,40.0,49,64,1,2
108.1,1,6.0,3.41564,0,0,3.75,1,37.0,57,80,1,0
38.08,3,10.0,2.78259,1,0,2.07,2,101.0,62,83,0,1
97.34,2,10.0,3.21112,2,2,4.71,2,73.0,48,90,0,0
17.73,3,10.0,3.00108,1,6,1.95375,0,80.0,52,79,0,2
30.94,2,7.0,2.6086,0,3,3.1475,0,45.0,48,66,0,2
49.9,2,6.0,2.8619,2,0,2.69125,0,78.0,66,96,0,1
75.01,2,10.0,2.87965,1,0,1.53,0,40.0,50,71,1,0
68.98,3,6.0,3.1516,0,7,4.04,0,36.0,72,101,1,1
47.88,4,0.0,2.78146,2,0,3.86,0,70.0,52,85,1,0
15.05,3,5.0,2.72017,2,3,2.5275,1,55.0,50,69,1,2
29.59,3,0.0,2.39787,2,0,1.35375,3,72.0,47,70,1,2
23.55,2,2.0,2.50987,0,0,2.2725,1,59.0,69,94,1,1
37.25,0,10.0,2.87736,2,0,2.815,0,85.0,48,76,1,0
46.1,2,10.0,3.1476,0,0,4.53375,0,40.0,45,74,1,0
48.04,0,10.0,2.85683,2,0,0.925,3,108.0,50,99,1,1
74.12,3,5.0,2.8509,2,0,0.9775,0,80.0,51,124,1,1
35.6,0,10.0,3.19125,1,0,2.9775,0,65.0,54,86,0,0
40.22,3,1.0,2.96026,2,0,4.04875,1,105.0,45,62,1,2
21.69,0,2.0,2.67648,0,1,3.18875,1,60.0,62,87,1,1
10.12,1,10.0,2.96439,2,6,1.78,0,57.0,55,81,1,1
18.62,2,2.0,2.80907,0,0,2.21625,1,69.0,50,71,0,2
23.48,1,4.0,2.46798,2,0,2.805,0,72.0,46,59,0,2
36.99,1,10.0,2.70757,0,2,2.3975,1,45.0,49,77,1,2
21.14,0,6.0,3.17319,0,0,3.43,3,71.0,59,87,1,1
62.27,2,2.0,2.80192,1,0,2.0475,1,75.0,48,71,1,2
73.82,0,10.0,2.9945,2,0,3.6225,0,60.0,50,69,1,0
108.87,0,7.0,3.20629,2,1,3.295,1,99.0,53,68,0,0
30.08,0,4.0,3.04419,1,1,3.37875,1,77.0,49,100,1,1
23.78,2,7.0,2.75735,1,6,3.24125,0,78.0,53,89,0,2
19.4,1,8.0,2.77464,1,0,3.5925,0,100.0,48,81,1,2
49.39,3,3.0,2.90557,2,1,2.105,3,52.0,48,69,0,0
3.47,1,10.0,2.98039,0,0,1.70625,0,85.0,53,76,0,2
35.99,2,8.0,2.61142,2,0,1.08125,0,44.0,47,73,1,2
49.14,0,0.0,3.00137,0,1,3.985,1,79.0,49,75,0,2
91.71,0,10.0,2.97679,1,0,2.75625,0,73.0,50,74,1,0
30.05,0,10.0,2.95775,0,0,2.73875,0,33.0,49,79,1,2
14.67,2,1.0,2.6293,1,4,3.995,0,64.0,43,63,1,2
92.22,0,6.0,2.95656,1,0,2.16125,3,105.0,57,91,1,1
55.28,1,0.0,2.95656,1,0,4.11375,0,95.0,47,62,1,2
48.39,2,3.0,3.13008,2,0,3.3425,0,37.0,51,72,0,0
74.81,0,2.0,3.17862,1,1,3.7275,0,61.0,54,83,1,0
31.09,3,10.0,2.74914,2,0,3.68125,1,75.0,45,61,0,2
42.88,2,6.0,3.12931,1,2,2.61875,0,34.0,53,80,1,0
7.07,4,9.0,2.74734,0,8,1.015,1,89.0,50,86,1,2
15.98,2,5.0,2.38814,2,0,2.19125,0,60.0,50,72,1,2
57.43,4,10.0,2.81808,2,0,2.22625,1,35.0,47,79,1,0
70.32,3,10.0,2.94722,2,0,2.63,2,42.0,57,92,0,1
6.27,1,8.0,2.31125,0,0,3.095,0,54.0,52,75,1,2
78.88,4,10.0,2.83634,2,0,2.805,1,71.0,49,75,1,0
67.31,3,7.0,2.81767,2,5,2.06625,2,38.0,46,67,1,0
43.08,2,7.0,2.77565,0,1,3.1875,3,49.0,52,73,0,2
15.72,4,10.0,2.83389,0,0,1.47375,0,86.0,50,78,1,2
72.48,4,10.0,2.67489,1,1,0.89,0,73.0,49,66,0,2
107.79,0,10.0,3.03311,1,0,2.625,0,98.0,51,78,0,0
47.09,4,10.0,3.15424,0,0,3.41125,0,39.0,54,78,1,0
75.3,3,4.0,2.9971,2,0,1.635,4,54.0,57,82,0,1
98.2,4,1.0,3.2455,2,2,4.1425,0,33.0,48,74,1,0
45.29,2,4.0,2.94695,2,0,2.6225,3,66.0,56,74,1,1
40.17,0,0.0,2.61392,0,0,3.53875,0,95.0,44,70,1,2
25.34,4,5.0,3.20398,0,1,3.54125,0,88.0,52,98,0,1
29.54,1,10.0,2.76745,0,1,3.29125,0,63.0,47,72,0,2
11.93,2,2.0,2.47166,2,2,3.445,0,40.0,46,63,0,2
56.12,2,10.0,2.86118,2,0,1.57625,1,83.0,50,78,1,0
26.15,2,8.0,3.24254,2,7,3.62625,0,46.0,50,77,1,0
67.96,0,2.0,2.93757,1,0,3.12125,0,50.0,51,73,1,0
47.75,0,6.0,2.55569,2,1,1.20625,1,73.0,48,67,1,2
91.42,3,10.0,2.81497,1,1,1.51375,0,99.0,56,82,1,1
45.37,0,10.0,3.0777,1,1,2.61125,0,90.0,54,85,1,1
17.4,2,2.0,3.38347,1,0,3.77125,2,39.0,50,97,1,0
9.34,3,10.0,2.83793,1,0,2.16125,3,47.0,53,93,1,1
49.89,2,8.0,2.64669,2,0,0.76,1,66.0,54,85,0,1
32.12,1,4.0,2.81328,2,1,2.0525,1,108.0,65,91,1,1
45.46,1,10.0,2.96803,0,1,3.955,0,58.0,50,74,0,2
50.1,3,10.0,2.89135,2,1,3.56,2,48.0,52,77,1,0
37.4,3,1.0,2.6702,1,0,2.65375,0,91.0,47,67,1,2
65.9,0,8.0,2.92953,2,1,3.95875,0,85.0,50,75,1,0
46.17,2,10.0,2.82021,2,0,2.15875,0,112.0,58,92,1,1
3.73,1,10.0,2.54548,2,0,2.30875,0,63.0,47,61,0,2
35.61,2,10.0,2.77934,0,0,2.57125,3,98.0,61,87,1,1
34.31,3,10.0,2.46183,2,0,2.735,1,44.0,46,59,0,2
91.74,3,0.0,3.04377,1,0,1.5425,1,67.0,56,91,1,1
108.94,0,1.0,3.3439,2,0,3.22625,1,45.0,49,76,1,0
28.58,3,0.0,2.43861,1,0,0.65,0,93.0,51,81,0,2
71.01,0,4.0,3.09803,0,1,3.665,0,61.0,54,91,1,0
42.06,2,10.0,3.00255,1,0,2.93125,2,34.0,49,82,0,0
88.94,2,3.0,2.81858,1,0,4.5275,0,43.0,50,62,0,0
19.66,2,7.0,2.65454,0,1,1.945,0,88.0,58,85,1,1
88.48,2,10.0,2.89271,2,1,0.88625,1,57.0,64,97,1,1
13.89,1,6.0,2.57449,0,0,3.80375,0,45.0,47,62,0,2
17.06,3,6.0,2.78499,0,0,3.355,1,45.0,45,62,0,2
61.84,3,9.0,2.95009,2,0,3.29375,1,76.0,47,63,1,0
16.38,2,9.0,2.69136,2,2,3.61375,3,99.0,52,90,1,1
60.4,3,10.0,2.82206,1,0,1.67625,3,44.0,53,71,0,1
106.89,1,10.0,2.95368,1,1,2.23125,0,35.0,52,73,0,0
51.07,1,2.0,3.08116,1,1,4.62375,2,74.0,45,62,0,0
108.8,4,10.0,2.92237,1,0,2.56875,0,47.0,50,71,0,0
38.3,4,6.0,2.89704,1,2,3.7475,0,39.0,54,72,1,0
5.91,1,10.0,2.86491,2,0,3.26375,1,80.0,48,79,1,2
20.91,0,6.0,2.62397,0,0,2.27875,0,65.0,47,61,1,2
33.16,2,0.0,2.40622,1,1,1.41,0,36.0,49,75,1,2
55.55,0,10.0,2.69461,1,2,4.79,1,49.0,53,79,1,0
72.86,4,5.0,3.14877,2,1,3.6375,3,51.0,51,75,0,0
33.31,4,10.0,2.97381,1,0,2.23875,3,86.0,65,97,1,1
63.91,2,10.0,2.91173,1,2,1.91875,0,67.0,52,74,0,0
34.66,2,7.0,2.69939,1,1,1.835,1,66.0,48,73,1,2
4.89,0,7.0,2.80911,0,4,4.4825,1,64.0,50,72,1,2
56.16,1,10.0,2.95868,0,0,2.69125,2,64.0,49,89,1,1
24.61,1,7.0,2.58745,2,0,2.43,1,45.0,64,93,1,1
38.67,4,1.0,2.70382,2,0,2.4675,1,91.0,50,69,0,2
14.37,1,5.0,3.02467,0,3,2.37875,0,36.0,49,70,1,2
31.48,3,10.0,2.81913,2,0,2.8925,2,38.0,45,65,0,0
47.38,1,10.0,3.25622,1,0,1.48,2,92.0,67,116,1,1
30.11,1,10.0,2.84908,0,0,3.9925,0,36.0,50,81,1,2
11.69,1,2.0,2.70329,0,1,2.44,0,43.0,52,67,1,2
77.41,3,10.0,3.07956,1,5,4.8525,1,63.0,47,75,0,0
37.73,0,5.0,3.05499,0,0,4.34375,2,65.0,45,62,1,2
44.82,1,10.0,3.00254,0,0,2.43375,0,41.0,50,82,0,0
75.81,2,10.0,2.83909,2,0,3.6175,0,61.0,50,87,0,0
36.94,1,4.0,3.15984,0,2,3.82625,0,44.0,55,78,0,0
15.74,2,2.0,2.83707,2,7,3.495,0,43.0,49,75,1,2
30.54,3,10.0,3.02115,0,2,3.1775,0,58.0,46,87,0,2
20.56,2,2.0,2.54224,1,0,2.68875,2,99.0,56,92,1,1
54.66,1,2.0,2.63141,0,0,1.595,3,70.0,48,66,0,2
29.68,1,10.0,2.84033,2,3,2.3875,1,42.0,50,78,1,0
107.59,1,4.0,3.08603,1,0,3.32,0,39.0,49,68,0,0
87.21,0,3.0,3.54474,1,1,3.695,1,78.0,49,73,1,0
64.71,1,1.0,3.14537,2,1,3.69875,2,70.0,50,71,1,0
108.88,2,10.0,3.00661,1,1,1.79375,0,104.0,50,66,1,0
37.41,1,5.0,2.74236,0,0,2.9825,0,53.0,49,63,1,2
61.13,4,1.0,2.95634,0,0,3.59875,0,74.0,48,79,1,0
17.7,1,2.0,2.62093,1,0,2.85375,0,64.0,48,80,1,2
22.83,0,10.0,2.8745,0,2,2.4925,0,42.0,48,79,1,2
89.35,1,2.0,3.13493,2,0,3.7275,1,74.0,55,82,0,0
21.16,1,1.0,2.77959,2,1,3.71,1,112.0,48,72,0,2
44.04,2,4.0,2.95031,1,1,3.43875,1,79.0,57,93,1,1
20.2,4,10.0,2.77539,0,0,1.57,1,100.0,69,90,1,1
18.38,0,4.0,2.44206,2,11,3.14625,2,93.0,48,70,1,2
50.56,3,10.0,2.57762,2,0,1.1825,0,36.0,47,68,1,2
50.6,3,6.0,2.67023,1,1,4.39,0,74.0,48,73,0,2
19.31,2,10.0,2.67229,0,0,3.7025,0,48.0,47,59,0,2
13.52,4,6.0,2.62514,2,3,2.66125,2,42.0,64,96,1,1
77.22,2,4.0,2.84694,2,0,1.9,1,66.0,58,90,1,1
31.43,1,2.0,2.60547,2,1,2.955,0,79.0,47,79,1,2
42.55,1,10.0,2.681,2,0,2.3775,0,104.0,48,67,1,2
47.7,1,5.0,2.66103,1,1,1.8825,1,42.0,65,97,0,1
104.54,1,0.0,3.01153,1,1,1.77625,1,58.0,51,76,1,0
29.85,2,10.0,3.04352,2,0,3.3175,0,46.0,57,89,1,1
62.61,2,1.0,2.70849,1,0,2.275,0,102.0,52,73,1,2
56.04,2,8.0,2.74612,2,0,3.41375,0,35.0,54,71,1,0
29.61,1,1.0,2.87738,1,0,1.13625,1,77.0,50,81,1,1
55.92,2,2.0,2.71527,0,1,2.805,0,47.0,52,73,0,2
107.1,2,10.0,3.00234,1,2,3.22125,1,80.0,51,80,0,0
6.44,4,8.0,2.72086,0,2,3.25625,1,84.0,54,84,1,2
41.41,2,10.0,2.75687,0,0,2.9725,0,76.0,49,78,1,2
45.77,1,10.0,2.86375,0,0,1.405,0,87.0,56,72,0,1
13.01,2,10.0,2.65304,0,3,1.51625,0,38.0,50,70,1,2
62.25,1,10.0,2.98905,1,0,0.3575,0,86.0,65,104,0,1
22.29,3,1.0,2.93252,2,4,4.48,0,93.0,50,75,1,2
46.03,1,10.0,3.13663,1,1,2.4475,1,71.0,52,92,0,1
54.18,2,10.0,2.88053,2,0,3.00375,1,75.0,57,73,1,0
59.71,2,10.0,2.77768,1,0,2.58625,3,77.0,73,103,0,1
81.8,4,10.0,2.78261,2,2,2.39875,0,65.0,51,69,1,0
46.93,1,10.0,2.54548,1,0,1.54125,0,52.0,51,69,1,2
48.13,3,8.0,2.63424,2,0,4.215,2,90.0,48,68,1,2
78.59,3,2.0,2.88023,2,5,3.88375,1,84.0,46,63,1,0
11.79,2,10.0,2.81253,0,1,2.49875,3,32.0,50,87,1,1
